,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Years,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,New_Item_Type_Drinks,New_Item_Type_Food,New_Item_Type_Non-Consumable
4076,0.0,1,0.6926992852437978,4,-1.0457761930359113,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
6436,-1.0263885931582164,1,-0.9112358283652506,14,0.1698178518966836,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3636,1.1576459031389712,2,0.28414757165301,0,0.7102556528488803,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
841,0.0,1,-0.24281229033195462,10,-0.8281899139855707,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3528,1.2996199765710748,2,0.6914037145388509,5,0.7038742867218416,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1547,0.6725678189126184,0,1.4236392747056072,9,-1.339807191724859,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6724,-0.9944444266359933,2,0.6366850675981631,13,-0.3471241893245525,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6853,0.05734683404017134,1,-1.2485374058730256,4,-0.3486882181639427,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8046,1.2641264582130485,1,0.6591043150831974,6,0.9075577303600268,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1029,-0.7944976065524478,2,0.8612865508459189,3,-0.9987429233174976,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7766,1.5362434322912468,2,0.4550823874040689,13,-0.41976642406410863,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6670,-1.5126497946631698,1,1.7584980541594781,3,1.9959130512930439,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8148,0.5305937454805153,1,0.2575669448657156,13,0.8706248111547177,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7355,0.0,0,-0.5377545492483236,11,-1.0008978788641727,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4900,1.5362434322912468,2,-0.4024879036540529,14,0.359598460122714,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6428,1.0393341752788852,1,-0.4879016230589752,14,0.3959822028772316,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5498,1.6190616417933064,2,-1.4369584953057626,10,-0.5844037432068026,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7533,-0.7944976065524478,2,-2.0982121382128227,13,0.6883656722138034,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7994,-0.5578741508322758,0,-0.9005413046638965,9,0.4868371841222926,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3910,0.0,0,0.7529670688771558,8,-0.378057917827643,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2568,-0.9128093344125338,1,-0.43285907775308974,14,-1.669589256204546,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2644,0.8855289290607737,1,0.2575669448657156,5,-1.3862912849924804,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
733,-1.9101772002730588,1,0.7003335305717819,1,-0.34175767558611153,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4105,0.0,1,-0.9264761790633026,5,1.9317236377142155,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5694,-1.5966511214438308,2,0.8357094108308634,6,-0.20065786643087066,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6512,-1.4180004123751009,1,-1.7735858959613795,14,-0.21401152539223398,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6590,-1.6143978806228438,1,1.248892068864021,13,0.22652754644688824,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5558,-0.9128093344125338,0,0.3231310992562825,8,2.0167881795395224,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1750,-1.5670731894788092,0,-1.2913598689264325,9,1.9253840218436697,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
836,1.5362434322912468,2,1.216612484339446,0,-1.507656069059319,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2528,1.6545551601513329,1,-0.0068354588712479705,12,0.903796995717469,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4831,-1.5327627883993844,0,-1.6657423933772244,9,0.03780354086594925,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5006,-1.1068405681030749,0,0.2575669448657156,9,-0.00766570001307442,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7489,1.5953992962212897,1,-1.0529268298442236,4,-1.5354617398836292,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2866,0.0,2,0.25508885605070314,4,-0.23640893222161039,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7154,-1.586003065936423,2,0.7285753242404952,10,1.161993428102691,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
683,-0.48688711411622404,1,0.7794318735522994,10,-0.685484325734447,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
499,1.5007499139332205,0,0.2575669448657156,9,-0.21134914365125987,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
388,0.0,2,0.2575669448657156,13,-1.4183233663971548,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6101,1.9858279981595732,1,1.3772475197010794,13,0.5884251928442359,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3311,1.2996199765710748,0,-1.767816005224632,9,1.3341104662740082,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6380,1.8320227519414618,2,-0.1605646908147727,6,0.7589364519196699,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8404,0.0,1,0.2575669448657156,4,-1.0441704139400283,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
119,-0.2857571767540779,1,-0.39724081955130125,13,1.3822003386375128,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
158,0.23481442583030035,1,-0.7345027812672333,14,-0.0012425836295422573,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6968,-0.7235105698363961,2,0.048006895396551355,1,-0.9105085735569176,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3986,-0.9376547972631519,0,1.086028426118027,9,-0.447022918437627,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5962,1.1221523847809458,2,-0.4182059559491094,13,-0.7250378764242374,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6693,-1.5966511214438308,2,0.8379881934451414,6,-0.15569605174614645,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1044,0.15199621632824023,2,1.0956250084364192,13,1.9461756495771623,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3964,0.2703079441883262,0,-0.8212940801745483,8,-0.18405089902124852,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6059,0.0,1,0.703551337337223,0,0.03353538002909198,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4301,-0.9163586862483365,1,1.5988036265997851,6,-0.6635525948428765,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7733,-1.1470665555755042,1,0.3418303809841123,7,-1.7140018944384787,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7868,-1.4132679432606976,2,1.2383812260504876,3,-0.5181846248507787,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6837,-1.4878043318125518,1,0.26164753017897396,7,1.9339203435173835,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3975,-1.055966525123238,1,0.2575669448657156,13,-0.6790612093509147,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6099,0.0,1,0.7306431346767266,13,0.04050767286341611,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7276,-1.3363653201516417,2,1.2835106040174873,13,-0.6448741723995652,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1422,-0.5342118052602587,0,-0.5684071279778834,8,-0.9083953682667356,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4561,1.6190616417933064,1,-0.33688581195502976,5,-0.5186920510450779,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6183,-0.7708352609804306,1,0.2575669448657156,14,0.40984328803289394,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1644,-1.6143978806228438,1,1.9235502593928795,13,0.23455644192630332,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2480,-0.7944976065524478,2,-0.5046073722370481,10,0.8551161966466795,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2877,1.4770875683612037,1,-0.44770914949865864,6,1.0961982354279802,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2491,0.5542560910525325,0,0.04564398646841771,9,-0.4849706900315343,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1831,0.5305937454805153,2,0.7962062405184935,6,0.038310967060248245,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6464,-1.6356939916376592,0,0.703531513441399,9,-0.2107999672004679,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6141,-1.63687710891626,1,-0.5789924989563178,3,0.5932007798753922,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7016,0.0,0,0.3744839996130832,9,1.4335435194492763,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1240,0.0,2,1.4442650711887397,4,-0.4454588895982368,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2542,-0.60519884197631,2,-2.0731379511733214,13,-0.862926127387712,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4225,0.23481442583030035,2,0.7210877596573321,2,1.4923664192896633,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6372,0.18748973468626612,1,-0.12131992772844936,6,0.16880299950808564,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4220,-1.4925368009269553,2,-0.581997567018369,1,0.26553192068588677,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4418,-1.4830718626981483,0,-0.9519098316224778,9,-0.35299812925729274,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7542,-0.8666677605471002,2,-0.06756737047686207,0,-0.9815867794570835,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7198,1.8083604063694443,0,-1.112769119081965,11,0.1997784782676691,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2041,-0.6525235331203446,2,-0.2238836742786562,13,-1.6460517462170927,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2223,0.9091912746327905,2,1.0039152794917368,0,0.774445066427708,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3852,1.6190616417933064,1,-1.033728127189313,14,-0.9126217788470997,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1142,0.0,2,-1.7709491312195325,5,0.596412338067158,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5139,0.0,1,0.9316594867580684,0,-1.6973949270288564,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7833,0.0,1,0.4191633045317538,13,-0.24228287215435035,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6673,0.0,2,1.115139313427642,13,0.4253519025409317,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
532,-0.9814301365713834,1,1.9046439343754202,3,-1.4685681943073345,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3222,0.341294980904378,1,1.1153397950594988,5,-0.8698566699655431,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3581,0.6489054733406013,1,0.5244328178195498,0,-0.4598691512046911,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6043,-1.5718056585932128,2,-0.11271086142292544,0,1.3747623698653826,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7004,-1.0748964015808518,2,-0.5506524662692451,0,0.09878139625301068,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4013,0.0,2,-0.10141318570465117,3,0.15912657467629465,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
422,1.7137110240813758,2,-1.1545966530008218,6,1.3779321778006555,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7899,-1.7824005341841658,2,1.2312294277315357,4,-1.4124911767209078,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1373,0.5897496094105583,1,-1.2777157165895696,14,1.2116890795620785,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22,0.4122820176204293,0,-0.9784831414177567,9,0.8914581891447036,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
495,0.5660872638385412,2,0.25493400370223307,13,0.5937082060696912,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4781,-1.0571496424018385,0,1.04950740265825,9,0.3885024838486085,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4270,-1.749273250383342,2,-0.14744051921387924,0,-0.12894698356692683,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7680,-0.8193430694030659,0,-0.4011406652225197,11,-0.9137201317486836,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1718,0.42411319040643813,2,0.7889422044539385,13,-1.4632851810818794,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1683,1.0275030024928764,2,-1.9740589812333469,3,0.3906156891387904,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6415,-0.8394560631392803,1,0.20505641577469658,5,-1.2403323882930977,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6079,0.7080613372706444,2,0.9230633884843391,5,-1.6401778062843526,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3744,-1.7504563676619427,2,0.8948578512422334,6,0.04633986253966333,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2388,-1.2937730981220108,0,0.7056701560620054,9,1.7713962296648715,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6024,-0.5578741508322758,0,-0.22697178243174246,9,0.4627504976840473,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6619,-0.3212506951121038,2,-0.3306953374613816,5,0.8621302397374961,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8487,0.0,1,-0.5016252856475462,14,0.38153019101428437,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
144,0.2703079441883262,2,0.2575669448657156,5,-1.411942000270116,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3972,-1.6747368618314875,1,-1.7198318921654772,14,0.09983799889810165,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
574,0.0,1,1.0983847913825258,7,-1.6819280627773112,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4018,-1.3458302583804487,2,0.12702814897167405,6,-0.1846000754720405,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6526,0.0,2,0.08061789149053608,6,1.5473868342309989,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4873,0.0,1,0.2575669448657156,13,1.5998283679443464,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5968,1.0984900392089283,1,-0.921217041384712,5,1.9895316851660045,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3706,0.0,1,0.42358855733986356,7,1.4928738454839623,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
3648,-1.6558069853738737,2,1.3385880219776911,10,0.25112165907943296,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3239,-0.841822297696482,1,-0.8347695684939893,0,0.8803012359865087,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1066,-0.60519884197631,2,-0.7517518369335933,6,-0.42673871689843274,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
167,-0.1674454488939919,2,-0.3210637317132421,3,-0.2567348840172976,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5318,-1.6782862136672902,1,0.5416465431744512,0,-1.669631006461039,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1869,-0.7235105698363961,1,-0.1764384056038288,0,-0.6309295867309171,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1666,-0.8666677605471002,2,-0.18034035194011883,5,-1.4488331692189322,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8265,1.8320227519414618,0,-0.22639946398995947,8,0.1597175013835796,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
526,-1.0074587167006026,0,-0.6612177275719151,8,-0.00766570001307442,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2931,0.0,0,-1.6483177515040492,9,0.8658074738670685,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1112,0.0,1,0.7950023104258628,6,-1.0559600440620014,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8004,1.7492045424394012,2,-1.3794779092808624,6,1.2779499481745955,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4872,-1.3896055976886803,2,1.2161218701279344,10,0.7108465795561653,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6711,-1.3813237767384745,1,0.5243152090346604,6,0.12012220043729611,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2632,0.9210224474187992,2,-2.4735274455648684,3,-0.6009689603599317,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
987,1.5007499139332205,0,1.5849860553517348,11,1.5773057103454915,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6561,-0.06096489381991466,2,-0.7034652142667635,0,0.50716313591798,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1122,-0.60519884197631,2,-2.0711063932829132,13,-0.8468683364288818,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
989,0.0,2,0.09601456271504161,0,0.5001908430836559,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
776,-0.13195193053596602,1,0.32151796746547234,14,-0.5555832199938943,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
274,0.9446847929908168,1,-0.5235722420504616,13,-0.7955669058736111,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7376,1.5125810867192293,2,-0.5868621999031478,3,0.013758604684196962,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8368,-0.04913372103390589,0,-0.1797743203229571,11,-0.4363316412172378,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,1.1813082487109887,1,0.2575669448657156,1,-0.7683521617565857,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5379,-0.8666677605471002,1,0.9850853329862578,5,-1.3178337105767957,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5253,0.7080613372706444,1,0.5407244247656804,1,0.5852136346524701,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1478,0.0,1,-0.9604434186193678,6,0.4585240871036835,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6376,1.5362434322912468,1,-1.5490494555387377,5,-0.3048247563808022,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2328,-1.4546770480117277,2,-0.7880094445613901,0,-1.1943557212197753,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8327,0.0,2,0.2575669448657156,0,-1.0447195903908202,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8101,1.7728668880114187,1,0.5671843556001774,10,0.6926755833071532,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8192,1.5362434322912468,2,-1.401177112735845,13,-0.49359051221823436,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3664,-0.3567442134701297,2,0.19856270204223833,4,-0.8447551311386998,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3849,-1.6498913989808697,2,0.699102147267527,3,-1.4017581492440256,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2270,-1.2310678823561652,1,-0.695032938941833,3,-0.373240580539994,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6757,1.5362434322912468,2,0.19167183657603984,0,0.3713463399881944,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1656,0.18748973468626612,2,-1.866039065356247,6,-0.4208647769656925,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4364,1.6190616417933064,1,0.2753893749607132,13,0.5996656465154169,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
152,0.18748973468626612,2,0.3905188921341741,5,0.9096709356502087,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4902,-1.2937730981220108,0,1.0386936973811314,11,0.0072937380441718234,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8193,1.1813082487109887,1,-0.2595244716423381,13,-0.22144949416436413,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7588,0.2703079441883262,1,-1.0824072006819045,0,-0.606335474098373,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7484,-0.6525235331203446,2,-0.015532632121990096,6,1.3169960726700871,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
487,0.0,1,1.1535111926504367,4,-1.0751876429561047,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5476,0.0,1,0.2619031690110635,10,-1.2189498338523195,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2420,1.1576459031389712,1,-0.5840283859973735,4,1.7227154305940822,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2894,0.8263730651307307,1,0.2575669448657156,6,0.9241229475131559,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3583,-1.4546770480117277,1,-0.5474463334062417,1,1.241649705933064,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1070,0.15199621632824023,0,0.018949935794793656,8,-1.668490903302962,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
134,-1.1837431912121306,1,-2.052066651047632,3,0.7631628625000342,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7575,0.0,1,1.3759633614682927,10,0.30132473673311944,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1454,0.0,2,0.2575669448657156,4,-1.3659235829403003,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
